model,condition,family,snr_db,n_utterances,ref_words,wer,substitution_rate,insertion_rate,deletion_rate,length_ratio,mean_cer
whisper-small-clean-ft,walkie_talkie_0db,walkie_talkie,0.0,100,2357,0.1302503182011031,0.10564276622825626,0.011455239711497667,0.013152312261349173,0.9983029274501485,0.06518522870327298
whisper-small-mct-ft,babble_-10db,babble,-10.0,100,2357,1.4764531183708103,0.7759864234196012,0.6593126856173102,0.041154009333899025,1.618158676283411,0.8860169128425635
whisper-small-mct-ft,babble_-5db,babble,-5.0,100,2357,0.5613067458633857,0.41832838353839624,0.10140008485362749,0.0415782774713619,1.0598218073822656,0.37325859910324793
whisper-small-mct-ft,babble_0db,babble,0.0,100,2357,0.19473907509546032,0.14976665252439542,0.026304624522698345,0.018667798048366567,1.0076368264743318,0.1149340505738995
whisper-small-mct-ft,babble_20db,babble,20.0,100,2357,0.04412388629613916,0.037759864234196014,0.0033941450997030122,0.002969876962240136,1.0004242681374629,0.02273988041157777
whisper-small-mct-ft,cellphone_in_crowd_-5db,cellphone_in_crowd,-5.0,100,2357,1.1896478574459057,0.7785320322443785,0.37123462028001697,0.03988120492151039,1.3313534153585065,0.7755517613265619
whisper-small-mct-ft,clean,clean,,100,2357,0.04582095884599067,0.03860840050912177,0.0033941450997030122,0.003818413237165889,0.9995757318625371,0.022309032235192556
whisper-small-mct-ft,codec_opus_6k,codec_opus_6k,,100,2357,0.061094611794654224,0.05345778532032244,0.003818413237165889,0.003818413237165889,1.0,0.034760608410843136
whisper-small-mct-ft,far_field_surveillance_-5db,far_field_surveillance,-5.0,100,2357,0.9533305048790836,0.6190072125583369,0.27959270258803565,0.054730589732711075,1.2248621128553245,0.584958395098058
whisper-small-mct-ft,noise_-10db,noise,-10.0,100,2357,0.33050487908358084,0.2350445481544336,0.07424692405600339,0.021213406873143825,1.0530335171828595,0.21846637192884338
whisper-small-mct-ft,noise_-5db,noise,-5.0,100,2357,0.14849384811200678,0.11879507848960542,0.01824352991090369,0.011455239711497667,1.006788290199406,0.08891276697371987
whisper-small-mct-ft,noise_0db,noise,0.0,100,2357,0.08739923631735257,0.07212558336868902,0.010606703436571913,0.004666949512091642,1.0059397539244803,0.04355679903201333
whisper-small-mct-ft,noise_20db,noise,20.0,100,2357,0.04539669070852779,0.03903266864658464,0.0033941450997030122,0.002969876962240136,1.0004242681374629,0.024054023579447668
whisper-small-mct-ft,packet_loss_30pct,packet_loss_30pct,,100,2357,0.06279168434450573,0.05303351718285957,0.003818413237165889,0.005939753924480272,0.9978786593126856,0.029599306019498926
whisper-small-mct-ft,reverb,reverb,,100,2357,0.05303351718285957,0.044548154433602036,0.005091217649554518,0.0033941450997030122,1.0016970725498515,0.02897577684971109
whisper-small-mct-ft,telephone,telephone,,100,2357,0.04200254560882478,0.035214255409418756,0.003818413237165889,0.002969876962240136,1.0008485362749258,0.02201521313811289
whisper-small-mct-ft,walkie_talkie_0db,walkie_talkie,0.0,100,2357,0.10436996181586763,0.08655070004242682,0.010182435299109036,0.007636826474331778,1.0025456088247773,0.052590413243951535
